,area_type,size,total_sqft,bath,balcony,price
934,0,3,1680,3,2,150.0
935,0,4,2470,5,2,247.0
936,0,4,2825,4,3,250.0
937,0,3,2480,3,1,330.0
939,2,5,1800,4,3,187.0
940,1,3,1799,3,3,90.0
942,1,1,400,1,1,11.0
943,1,2,1047,2,1,82.0
944,0,2,1282,2,2,87.0
945,0,2,1020,2,1,45.9
946,2,4,1080,3,1,155.0
947,0,2,1495,2,1,79.5
948,1,4,3260,4,1,240.0
949,0,3,1611,2,2,64.44
950,0,4,3500,5,2,425.0
951,1,3,1500,2,2,95.0
952,0,3,1500,2,2,95.0
954,0,3,1540,3,0,50.0
955,0,3,1639,3,1,80.0
957,0,2,1303,2,2,55.79
958,0,2,1005,1,1,110.0
960,0,3,1305,3,1,33.28
961,2,3,600,4,0,95.0
962,0,2,1300,1,1,115.0
963,0,3,1440,2,3,68.0
964,0,2,901,2,1,35.14
965,0,3,1725,3,3,200.0
966,1,3,900,2,1,42.0
967,0,2,1060,2,1,55.0
968,0,2,1020,2,1,48.45
969,0,3,1535,3,2,65.99
970,1,1,530,1,1,20.0
972,0,2,1350,2,3,80.0
973,0,2,1115,2,2,50.0
974,0,2,1175,2,2,47.0
975,1,2,1113,2,1,62.0
977,2,5,1640,4,3,240.0
978,1,2,650,2,0,42.0
979,0,2,1325,2,2,71.55
980,1,2,950,2,3,31.0
981,0,3,1396,2,1,86.51
982,0,2,1050,2,2,52.07
983,0,3,1825,3,2,100.0
984,0,2,1190,2,1,49.98
985,0,2,1220,2,1,56.5
986,0,3,1565,2,2,75.0
987,0,3,1891,3,1,109.0
988,1,2,900,2,0,27.0
989,0,2,1161,2,1,55.15
992,2,4,315,4,2,90.0
993,0,1,665,1,1,36.85
994,0,2,1175,2,1,73.5
995,1,2,1425,2,2,80.0
996,2,1,1200,1,0,20.0
997,2,3,1200,3,1,56.12
998,1,2,1255,2,2,67.0
1000,0,1,600,1,1,22.0
1001,0,3,1810,3,2,100.0
1002,0,2,1200,2,2,93.0
1003,0,2,1033,2,2,49.0
1004,0,3,1548,3,2,89.5
1005,0,3,1611,3,3,66.0
1006,1,3,1400,2,1,40.43
1007,0,3,1485,2,2,67.0
1008,1,2,2400,2,1,82.0
1009,0,2,1025,2,1,44.5
1010,2,4,600,3,2,65.0
1012,1,2,1256,2,1,62.8
1013,0,4,2268,3,2,163.0
1014,0,3,1100,3,2,53.0
1015,0,2,1141,2,0,62.0
1016,1,1,400,1,1,12.0
1017,2,2,1400,2,0,60.0
1021,0,2,1175,2,2,48.27
1022,0,2,1100,2,1,56.0
1023,0,3,1843,3,2,95.84
1025,0,2,1460,2,1,80.5
1026,0,3,1530,2,2,74.5
1027,1,2,1467,2,1,55.0
1028,0,1,950,1,1,40.0
1029,0,2,1246,2,1,64.5
1030,0,1,711,1,1,38.0
1031,0,2,1194,2,2,46.0
1032,0,3,1358,2,1,43.4
1034,0,2,1420,2,2,75.0
1035,0,3,1250,2,1,68.75
1037,0,2,1209,2,1,50.0
1038,1,5,4200,5,2,225.0
1039,2,4,1215,4,3,205.0
1040,0,3,1315,2,1,54.8
1041,0,3,1800,3,3,90.0
1042,1,5,1600,4,0,125.0
1043,0,3,1600,2,2,65.0
1045,0,3,1563,3,2,52.0
1046,0,3,1560,2,2,72.0
1049,0,2,1050,2,2,55.5
1050,0,3,3235,3,1,235.0
1051,2,3,1200,3,0,66.0
1052,0,2,1140,2,2,46.0
1053,2,3,1500,3,1,170.0
1054,0,3,1560,3,2,75.0
1055,0,2,1100,2,2,70.0
1056,0,3,1260,2,3,40.32
1057,0,2,1036,2,1,50.0
1058,1,3,1662,3,3,85.1
1059,0,3,1464,2,3,105.0
1060,0,2,1234,2,2,80.0
1061,0,3,1403,3,1,55.0
1062,2,4,915,4,1,54.9
1064,0,3,1150,2,2,42.9
1065,1,4,3900,4,2,410.0
1066,1,5,850,4,2,90.0
1067,0,2,929,2,1,46.0
1069,2,3,1350,2,1,75.0
1071,1,2,1405,2,2,70.0
1072,2,2,1200,2,1,45.84
1073,0,4,2805,4,3,154.0
1074,0,2,1161,2,2,64.08
1075,0,2,1290,2,3,74.0
1076,0,3,2557,3,2,141.0
1077,1,3,1480,3,2,90.0
1079,0,3,1350,3,0,54.54
1080,0,3,1580,2,2,65.0
1081,0,3,1470,2,1,88.64
1082,0,1,500,1,1,14.0
1083,0,2,1346,2,1,61.92
1084,0,3,1600,3,3,90.0
1085,0,2,720,2,1,120.0
1087,2,4,1200,4,0,135.0
1088,0,2,1200,2,2,35.0
1089,1,3,1340,2,2,48.33
1091,0,2,918,2,2,48.0
1092,2,3,1500,3,2,115.0
1093,0,2,1315,2,2,85.0
1095,0,3,1390,2,2,62.55
1096,0,3,1330,2,1,56.0
1098,0,3,1824,3,3,125.0
1099,0,3,1420,2,2,96.0
1100,2,1,750,1,0,56.25
1101,0,3,1260,2,1,60.0
1102,0,3,1561,3,2,95.0
1104,0,2,1060,2,2,42.0
1106,0,2,1225,2,1,67.38
1107,0,3,2144,3,2,135.0
1109,0,2,880,2,2,29.0
1110,0,3,1639,3,2,110.0
1111,1,3,1240,2,1,62.0
1112,0,2,1500,2,2,69.0
1113,0,2,1243,2,1,46.0
1116,0,3,1082,2,1,56.0
1117,0,3,1637,3,3,73.0
1119,0,2,1265,2,0,56.93
1120,0,3,1691,2,2,102.0
1121,0,2,1100,2,1,38.0
1122,1,5,24,2,2,150.0
1123,2,3,1500,3,2,62.0
1124,1,4,3205,5,1,380.0
1125,1,5,1666,4,1,150.0
1127,0,2,1070,2,1,45.0
1128,0,2,1128,2,2,105.0
1129,0,2,1162,2,1,57.0
1130,0,2,1339,2,2,55.0
1131,0,2,1192,2,2,75.0
1132,0,3,1920,3,1,115.0
1133,0,2,1255,2,1,52.32
1134,0,2,1357,2,1,115.0
1135,0,3,1600,3,2,75.0
1136,0,2,1225,2,2,55.11
1137,2,4,2400,4,3,200.0
1138,0,3,1570,3,3,80.0
1139,0,2,1093,2,2,70.0
1140,1,3,1865,3,3,145.0
1142,0,2,1039,2,2,80.0
1144,0,3,1985,3,2,75.0
1145,0,3,1590,3,3,49.0
1146,2,4,4000,4,2,675.0
1147,0,2,775,2,2,38.0
1148,0,2,1000,2,1,50.0
1149,0,3,1800,3,2,175.0
1150,0,2,1035,2,1,41.0
1151,0,3,1520,2,1,75.0
1152,0,2,1360,2,1,95.0
1153,2,4,6000,5,3,400.0
1154,0,2,1117,2,2,56.0
1155,2,4,1200,4,3,120.0
1156,0,2,1330,2,1,92.5
1157,0,3,1937,3,2,160.0
1158,0,2,1128,2,1,65.49
1159,0,2,1053,2,1,45.0
1160,0,2,1198,2,1,77.0
1161,0,2,1152,2,1,56.0
1163,0,2,1625,2,1,75.0
1164,0,3,1397,3,3,105.0
1165,0,3,1523,3,3,170.0
1167,0,1,700,1,0,38.0
1168,0,2,1170,2,1,62.5
1170,1,3,2400,3,2,170.0
1171,0,2,1480,2,2,65.0
1172,0,3,1897,3,2,120.0
1173,0,2,996,2,1,67.0
1174,0,3,1875,3,2,110.0
1175,0,3,1500,2,2,98.0
1176,0,3,3095,3,3,350.0
1177,0,3,1390,2,1,175.0
1179,0,1,697,1,0,45.0
1180,1,1,710,1,1,27.0
1182,1,3,1025,2,1,48.0
1185,0,3,1453,2,1,46.48
1186,0,4,3335,5,2,300.0
1188,0,2,1281,2,1,74.0
1189,1,1,565,1,1,35.0
1190,1,2,1024,2,2,42.0
1191,1,3,1620,3,2,62.0
1192,0,2,1254,2,2,40.0
1193,1,3,1300,2,2,75.0
1194,1,2,1233,2,2,43.0
1195,2,1,1200,1,1,28.0
1196,0,3,1510,2,1,105.0
1197,0,2,950,2,1,65.0
1198,0,3,1945,3,2,97.42
1199,0,2,1008,2,3,45.0
1200,0,3,1265,2,1,79.0
1201,0,3,1255,2,1,77.68
1202,1,4,2689,6,2,220.0
1203,1,2,1200,2,2,46.17
1204,0,3,1403,3,3,51.63
1205,0,3,1535,3,2,85.0
1206,2,3,1500,3,3,100.0
1207,0,3,1475,2,2,120.0
1208,0,3,1390,2,2,60.47
1209,0,3,1278,2,1,53.76
1210,0,2,1133,2,2,55.0
1211,2,5,1560,5,1,145.0
1212,2,5,2900,5,2,90.0
1213,0,2,1170,2,1,51.99
1214,2,3,1200,3,3,200.0
1215,0,3,1697,3,2,94.79
1216,0,3,1651,3,3,97.38
1217,0,3,1560,3,1,188.0
1218,0,3,1192,2,1,60.0
1219,1,2,1078,2,3,65.0
1221,0,2,1349,2,2,78.0
1223,0,3,1680,3,2,120.0
1224,0,3,1314,2,2,63.0
1225,0,2,1060,2,1,48.7
1226,1,2,820,2,0,39.0
1227,2,4,5000,4,3,400.0
1228,0,3,2000,3,2,85.0
1229,0,2,856,2,3,40.0
1230,0,3,1621,4,0,130.0
1231,2,3,1200,3,1,68.4
1232,0,3,1484,3,2,52.5
1233,2,4,600,5,2,60.0
1234,2,4,14000,3,2,800.0
1235,0,1,500,1,1,20.0
1236,0,1,485,1,1,15.0
1237,0,2,1050,2,1,42.0
1238,0,3,1617,3,3,66.68
1239,1,2,550,1,1,16.0
1240,1,3,1384,3,2,62.28
1241,0,2,1408,2,2,85.0
1242,1,2,1150,2,1,49.0
1243,0,3,1410,2,2,75.0
1244,1,4,2150,4,1,100.0
1245,0,3,2292,4,1,275.0
1247,1,3,1508,3,2,70.25
1248,1,2,1040,2,2,50.0
1249,2,2,1240,2,1,60.0
1250,0,3,1535,3,1,78.0
1251,1,2,1180,2,2,75.0
1253,0,2,1400,2,2,78.0
1254,0,1,500,1,1,25.0
1255,2,4,4800,4,3,525.0
1256,0,3,1984,4,1,146.0
1257,2,4,3000,5,3,250.0
1258,0,3,1960,3,3,160.0
1260,1,4,2150,4,1,80.0
1261,1,3,1700,3,2,115.0
1262,0,4,3024,5,1,248.0
1263,0,3,1586,3,1,100.0
1265,2,4,2325,4,1,120.0
1268,0,2,1128,2,2,59.0
1270,0,2,924,2,2,65.0
1271,0,3,1600,3,2,52.0
1272,0,2,1006,2,2,35.0
1274,0,2,1250,2,1,62.0
1275,2,3,1200,3,1,130.0
1276,1,2,957,2,1,56.0
1277,0,2,1140,2,2,41.0
1278,0,2,1050,2,1,67.0
1279,0,3,1565,3,2,88.5
1280,0,2,1190,2,3,57.0
1281,1,3,2842,3,2,162.0
1283,0,1,630,1,1,39.0
1284,0,3,1403,2,2,60.81
1285,0,3,1542,2,3,85.0
1286,1,4,2750,4,0,220.0
1287,0,4,3596,5,1,290.0
1289,0,2,1239,2,1,53.0
1291,0,3,1596,3,1,105.0
1292,0,2,1009,2,1,38.34
1293,0,3,1726,3,2,81.99
1294,0,3,1535,3,2,86.0
1295,0,3,1300,2,1,58.5
1296,2,4,3100,4,2,465.0
1297,0,3,1800,3,3,80.0
1298,0,1,665,1,0,50.75
1300,2,3,1500,2,1,100.0
1301,1,2,925,2,2,48.0
1303,0,2,1395,2,1,63.59
1304,0,3,1415,2,1,55.0
1305,0,3,1419,2,2,59.0
1306,0,2,1121,2,2,78.0
1307,0,3,1082,2,1,45.0
1308,0,2,1100,2,1,47.0
1309,0,3,1606,3,3,89.55
1310,1,3,1650,3,2,88.0
1311,0,3,4634,4,3,1015.0
1312,0,2,1206,2,3,75.0
1313,1,3,1495,2,0,64.0
1315,0,2,710,2,2,16.0
1316,0,2,1210,2,1,72.0
1317,0,3,1523,2,2,53.4
1318,0,2,1232,2,2,45.0
1319,0,1,680,1,1,44.0
1320,0,3,1355,3,1,83.87
1321,0,3,1430,2,2,51.46
1322,0,3,1275,2,2,43.85
1323,0,2,1070,2,1,56.1
1324,2,3,1200,3,1,85.0
1325,2,4,2000,4,0,120.0
1326,0,2,1200,2,2,40.0
1327,0,3,1610,3,1,90.0
1328,0,2,1140,2,2,43.0
1329,0,2,1143,2,2,38.65
1331,0,3,1530,2,2,74.4
1332,0,2,980,2,2,69.0
1333,0,3,1485,3,2,65.0
1334,2,3,1500,3,1,130.0
1335,0,2,1280,2,1,75.0
1336,0,2,1265,2,2,85.0
1337,1,2,1132,2,1,67.0
1338,0,2,1262,2,2,63.0
1339,0,2,940,2,1,49.0
1340,0,3,1515,3,3,88.0
1341,0,3,1300,3,3,150.0
1342,1,3,1840,3,1,69.0
1343,1,2,890,2,2,45.0
1344,0,3,1655,3,2,86.06
1345,0,3,2060,3,1,149.0
1346,0,3,1730,3,1,96.0
1347,1,3,2195,4,2,127.0
1348,0,3,1650,3,2,125.0
1349,2,2,1200,2,0,71.0
1350,0,2,1079,2,1,32.37
1351,0,2,1085,2,1,36.0
1353,0,2,1075,2,1,51.5
1354,0,2,1380,2,1,80.0
1355,0,3,1450,3,1,65.0
1356,0,2,1200,2,2,78.0
1358,0,3,1639,3,1,98.32
1359,0,2,1200,2,1,54.0
1360,0,3,1739,3,1,116.0
1362,0,2,935,2,1,32.72
1363,0,1,510,1,1,25.25
1365,0,2,1178,2,3,47.0
1366,1,3,1375,2,1,50.0
1367,0,3,1065,2,1,33.0
1368,0,3,1450,2,1,50.75
1369,1,2,999,2,3,45.0
1370,0,2,4400,3,2,475.0
1371,2,5,1350,4,1,135.0
1373,0,3,1835,2,3,155.0
1374,0,4,2090,4,0,95.1
1375,0,3,1519,3,1,93.0
1376,1,3,1267,3,2,56.0
1377,0,2,1150,2,3,72.2
1378,0,2,1146,2,1,70.0
1380,1,3,1550,3,3,65.0
1381,1,2,850,1,1,18.5
1383,1,3,3329,3,2,330.0
1386,1,3,1610,3,2,74.0
1387,0,2,921,2,2,40.0
1388,2,3,850,3,2,95.0
1389,1,5,2700,5,0,158.0
1390,0,3,1700,3,3,110.0
1391,1,2,1020,2,2,35.0
1392,0,2,1090,2,3,52.0
1395,0,2,1185,2,2,42.1
1396,0,2,850,2,1,25.0
1397,1,2,1197,2,1,84.0
1398,0,4,3500,3,3,450.0
1399,0,2,920,2,2,39.55
1401,0,2,1105,2,1,65.0
1402,0,3,1850,3,3,100.0
1403,0,3,1300,3,1,64.0
1404,1,3,1595,3,2,76.0
1405,0,4,3073,5,2,696.0
1406,1,2,755,2,1,37.49
1407,1,5,4050,5,2,140.0
1408,0,3,1300,2,3,69.0
1409,1,2,1215,2,0,50.0
1410,0,2,900,2,1,46.0
1411,0,2,1145,2,3,58.4
1412,0,2,1093,2,2,65.0
1413,0,3,1213,2,2,41.39
1414,0,3,1654,3,2,100.0
1415,0,2,1105,2,1,52.48
1416,0,3,1611,2,2,66.0
1417,1,2,1367,2,2,62.0
1418,0,2,1010,2,1,51.0
1419,2,3,750,2,1,75.0
1421,0,2,620,2,1,22.0
1422,1,2,982,2,1,47.65
1423,0,2,1700,2,2,150.0
1424,0,2,1330,2,1,71.0
1425,1,3,2500,3,2,135.0
1426,0,3,1475,2,2,58.99
1427,0,3,1410,3,1,65.0
1428,0,1,440,1,1,16.5
1429,0,3,1614,3,2,95.0
1430,0,2,1363,2,2,68.0
1431,1,2,650,2,0,28.0
1432,0,2,1015,2,1,45.0
1433,0,2,1156,2,2,46.0
1434,0,2,1100,2,1,62.7
1435,0,3,1455,3,2,46.0
1436,0,2,930,2,1,45.0
1437,1,3,1650,2,2,80.0
1438,1,2,1200,2,0,90.0
1439,2,1,700,1,0,150.0
1441,0,3,1890,4,3,127.0
1442,0,3,2197,4,3,280.0
1443,0,3,3522,3,2,380.0
1444,0,3,1240,2,2,46.0
1445,1,2,1440,2,2,98.0
1446,0,1,650,1,2,38.0
1447,0,1,764,1,1,32.0
1448,2,5,900,4,0,90.0
1450,1,3,1445,3,2,65.0
1451,0,2,900,1,0,45.0
1453,0,3,1381,2,2,52.48
1454,1,2,1100,2,1,60.0
1455,0,3,1575,3,2,66.39
1457,0,2,1200,2,2,43.2
1458,0,2,1080,2,2,80.0
1460,0,3,1360,2,2,85.0
1461,0,3,1865,3,1,124.0
1462,0,3,1157,2,1,75.0
1463,0,2,674,2,1,29.0
1464,0,3,1405,2,1,78.0
1465,0,2,1160,2,2,44.08
1466,2,4,1600,3,1,172.0
1467,0,3,1790,3,2,127.0
1468,0,2,1128,2,1,65.65
1469,0,2,1180,2,1,70.0
1470,1,3,1450,2,2,85.0
1471,1,1,340,1,1,10.0
1472,1,4,2000,3,1,166.0
1473,0,2,1050,2,2,53.5
1474,0,2,1125,2,2,40.0
1475,0,2,1246,2,1,68.0
1476,0,2,1372,2,1,61.0
1478,0,3,2465,5,2,234.0
1479,0,2,1300,2,3,55.0
1480,2,2,1420,1,0,220.0
1481,2,4,810,4,1,50.0
1482,0,2,1065,2,1,35.0
1483,1,2,700,2,0,27.0
1485,0,2,1050,2,1,45.0
1486,0,3,1250,3,3,39.5
1487,1,2,865,2,0,42.0
1489,1,3,1756,3,3,100.0
1491,0,1,628,1,1,24.0
1493,0,2,1207,2,2,63.0
1494,0,3,1765,3,1,125.0
1495,1,2,1130,2,1,32.64
1496,0,3,1532,3,3,92.0
1497,1,3,1650,3,0,110.0
1498,1,4,1200,4,2,105.0
1500,0,2,1200,2,2,75.0
1501,0,2,1197,2,2,50.0
1502,1,2,1200,2,2,66.0
1504,0,2,1010,2,3,148.0
1505,0,3,2225,3,3,115.0
1506,0,2,1180,2,2,48.0
1507,0,3,1525,2,3,122.0
1508,0,2,1100,2,2,31.5
1509,0,3,1435,3,3,70.0
1510,1,1,400,1,1,14.0
1512,0,2,1272,2,1,95.05
1513,0,2,1205,2,1,39.0
1514,1,2,980,2,1,40.0
1515,0,2,1225,2,2,46.86
1516,1,3,1541,3,1,72.0
1517,0,3,1610,2,2,111.0
1518,0,2,1694,2,2,125.0
1519,2,3,600,3,2,75.0
1520,0,2,950,2,1,39.0
1521,0,3,1560,2,3,66.0
1522,0,2,1201,2,2,27.0
1523,2,2,1500,2,1,60.0
1524,0,3,1785,3,2,75.0
1525,1,2,1258,2,1,63.53
1526,0,2,910,2,2,42.0
1527,0,2,1297,2,2,112.0
1528,0,2,1291,2,3,49.0
1529,1,2,1070,2,2,42.0
1530,0,2,1012,2,1,66.5
1531,0,2,1260,2,3,57.6
1532,0,2,1282,2,2,72.0
1533,0,3,1843,3,2,92.15
1535,1,5,3356,5,2,105.0
1536,0,4,2790,5,3,198.0
1537,0,2,1330,2,1,86.98
1538,0,3,1400,2,1,73.0
1539,1,2,1192,2,1,71.0
1540,1,2,1000,2,1,130.0
1541,0,2,1297,2,2,103.0
1543,0,3,1490,3,2,100.0
1544,0,3,1373,3,2,72.0
1545,0,2,1035,2,1,41.39
1546,2,4,3750,4,0,210.0
1547,0,2,1010,2,1,40.39
1548,1,2,1195,2,1,42.0
1549,0,3,1750,3,2,95.0
1550,0,2,1052,2,2,50.0
1551,0,2,1180,2,2,58.0
1552,1,5,3680,4,2,440.0
1553,1,3,2100,3,2,73.0
1554,1,4,2863,4,1,140.0
1555,0,2,1128,2,2,38.24
1556,1,3,2700,3,1,450.0
1557,0,2,1120,2,2,33.6
1558,1,3,2424,3,2,90.0
1559,1,2,1300,2,1,60.0
1560,0,2,1090,2,2,32.69
1561,1,3,2710,3,1,251.0
1562,2,2,3040,1,1,180.0
1563,0,3,1330,2,2,46.55
1564,0,3,1427,2,1,80.63
1565,0,3,1294,2,2,48.0
1566,1,3,1580,3,2,75.0
1567,2,5,400,5,1,200.0
1568,2,3,1808,4,2,80.27
1569,0,4,3516,4,3,540.0
1572,0,3,1310,2,3,50.0
1574,1,4,3850,6,3,195.0
1576,0,2,2400,1,1,150.0
1577,0,2,1290,2,3,100.0
1579,0,3,1390,3,1,120.0
1580,2,4,1200,4,2,72.0
1581,1,2,845,2,1,33.0
1582,0,3,1537,3,3,120.0
1583,0,2,1135,2,2,68.0
1584,0,3,1512,3,2,75.77
1585,0,2,900,2,1,55.0
1586,0,3,1230,3,3,54.0
1587,0,3,1378,2,3,42.33
1588,0,2,1277,2,1,61.3
1589,0,3,1985,4,2,189.0
1591,0,2,1210,2,2,62.0
1594,2,4,1200,5,2,110.0
1595,1,4,3198,4,3,200.0
1597,0,4,2483,5,2,215.0
1598,2,4,1550,4,2,130.0
1599,0,4,4111,4,1,310.0
1600,0,2,975,2,2,37.5
1601,0,3,2500,3,1,250.0
1602,0,3,1690,3,1,125.0
1603,0,2,1063,2,1,31.89
1604,2,3,2572,3,3,390.0
1606,1,3,1600,3,0,80.0
1607,0,3,1250,3,1,39.5
1608,0,1,520,1,0,19.5
1610,1,3,1390,3,2,68.0
1611,0,2,1185,2,2,40.0
1612,0,2,1219,2,2,48.0
1613,0,3,1564,2,1,92.0
1615,0,2,1100,2,2,37.1
1616,1,3,1300,2,0,60.0
1617,2,3,1600,2,0,80.0
1618,1,3,1600,3,2,75.0
1619,0,3,1482,2,1,92.0
1620,2,3,1000,4,3,66.0
1621,0,2,1200,2,3,53.0
1623,0,2,1200,2,0,58.0
1625,1,3,2400,3,0,160.0
1626,0,3,1469,3,1,89.0
1627,0,1,551,1,1,30.0
1628,0,2,1160,2,1,52.0
1629,0,2,1205,2,1,78.5
1630,1,3,1550,2,3,52.0
1631,0,3,1745,3,2,125.0
1632,0,2,1028,2,1,42.0
1633,0,3,1700,3,1,180.0
1634,0,3,1200,2,1,34.0
1635,0,3,2700,4,1,270.0
1637,2,2,1200,3,1,72.0
1639,0,2,1266,2,2,59.0
1640,0,2,1060,2,1,62.0
1641,2,3,1168,3,0,70.0
1642,0,2,1552,2,1,51.0
1644,0,1,500,1,1,17.0
1645,0,2,1080,2,2,43.2
1647,0,2,1300,2,2,65.0
1648,1,2,920,2,2,33.0
1649,2,4,817,2,1,120.0
1650,1,2,1310,2,1,50.0
1651,0,3,1650,2,1,75.0
1652,0,3,1515,3,3,93.93
1653,0,2,1157,2,1,53.8
1654,0,4,2400,5,1,85.0
1655,0,4,3000,4,3,160.0
1656,0,3,2200,2,1,162.0
1657,1,2,1243,2,1,58.0
1658,0,3,1530,2,2,74.39
1659,0,3,2070,3,3,162.0
1660,1,3,1815,3,2,82.0
1661,0,4,3900,4,3,300.0
1663,0,2,982,2,2,24.55
1664,0,2,1232,2,2,89.0
1665,0,3,1282,3,2,178.0
1666,0,1,654,1,1,38.4
1667,1,2,1181,2,0,55.0
1669,2,4,1200,4,2,245.0
1670,0,3,1616,3,1,75.0
1671,1,5,1800,6,0,44.5
1673,0,3,1306,3,2,54.65
1674,0,3,1626,3,3,89.0
1676,0,3,1585,3,2,88.0
1677,0,2,1370,2,1,56.17
1678,2,5,3250,5,3,900.0
1679,0,2,1495,2,2,90.0
1680,0,3,2000,3,2,210.0
1681,2,5,2400,4,1,300.0
1682,2,3,1375,3,0,57.0
1684,1,3,1400,2,2,48.0
1685,0,5,1100,5,0,135.0
1687,2,4,1200,4,2,215.0
1688,0,2,1150,2,2,46.0
1689,0,2,1080,2,1,54.0
1690,0,3,1645,3,2,100.0
1691,0,3,1760,3,3,176.0
1692,1,1,595,1,1,42.0
1693,2,3,1200,3,1,125.0
1695,1,2,1410,2,3,67.0
1696,1,2,1090,2,1,31.48
1697,2,1,540,1,0,30.0
1698,0,2,1300,2,2,60.0
1699,1,3,1890,2,2,85.0
1700,0,2,1254,2,1,53.0
1703,0,3,1245,2,2,68.48
1704,1,2,1170,2,2,86.0
1705,0,2,1193,2,1,86.0
1706,0,2,850,2,1,25.4
1707,0,3,1678,3,3,70.0
1708,1,3,1600,3,3,75.0
1709,0,3,1750,3,2,84.0
1711,2,4,2200,4,3,235.0
1713,1,3,2800,2,0,200.0
1714,2,2,1200,2,1,120.0
1715,1,2,1000,2,1,50.0
1716,1,4,2780,5,2,480.0
1719,0,4,2422,4,2,160.0
1720,1,2,1100,2,1,50.0
1721,1,2,882,2,1,30.0
1722,0,2,845,2,1,37.0
1723,0,2,883,2,1,39.0
1725,0,3,1595,3,3,88.0
1726,1,2,1280,2,0,85.0
1727,1,4,1700,2,1,550.0
1728,0,2,920,2,0,35.0
1729,0,2,1300,2,3,57.0
1730,0,2,1450,1,0,230.0
1731,0,3,1757,3,2,132.0
1732,0,1,600,1,1,16.5
1733,1,4,2400,3,2,142.0
1734,0,2,1240,2,1,44.0
1736,0,2,1330,2,1,93.36
1737,0,2,1062,2,1,42.47
1738,1,2,1078,2,2,45.0
1739,0,3,1460,2,2,72.0
1740,2,3,1200,3,2,68.5
1741,0,1,1200,1,1,48.0
1742,0,3,912,2,1,39.0
1744,2,5,2400,5,1,625.0
1745,2,4,2028,4,3,162.0
1746,0,2,980,2,1,45.47
1747,1,2,1000,2,2,40.0
1748,0,2,1050,2,1,62.0
1749,1,3,2611,3,1,239.0
1750,0,3,1875,2,2,150.0
1751,0,2,1065,2,1,42.6
1752,1,3,1800,3,2,180.0
1753,0,2,1163,2,2,98.86
1754,0,2,1098,2,1,72.0
1755,1,3,1725,2,2,100.0
1756,2,4,4000,4,2,330.0
1757,0,2,1128,2,2,75.0
1759,0,3,1705,3,1,74.16
1760,0,2,1418,2,2,95.0
1761,1,3,1500,3,1,160.0
1764,0,2,812,2,2,55.0
1766,0,2,1280,2,2,40.0
1767,0,2,1420,2,2,136.0
1770,2,4,1200,2,1,150.0
1774,0,3,2800,3,1,330.0
1777,1,2,840,2,2,27.0
1778,1,2,914,2,2,47.0
1779,0,3,1482,2,2,83.73
1780,0,3,1724,3,2,127.0
1781,0,3,1670,3,3,91.86
1782,0,2,1184,2,3,53.0
1783,0,2,1200,2,1,55.0
1785,0,2,927,2,2,55.0
1786,0,2,1242,2,3,39.7
1787,1,3,1220,3,1,35.23
1788,1,3,1360,2,1,75.0
1789,2,4,2800,4,2,240.0
1790,0,2,1180,2,2,72.0
1791,0,3,1697,3,2,108.0
1792,0,2,550,2,1,26.0
1793,0,2,1225,2,1,57.0
1794,0,3,1690,2,2,55.0
1797,1,3,1250,2,1,80.0
1798,0,1,1050,1,1,44.0
1800,0,3,1699,3,3,81.94
1801,1,2,1205,2,2,58.0
1802,2,4,712,2,1,67.5
1803,0,2,950,2,3,39.0
1804,2,2,1200,2,0,70.0
1805,0,3,1476,3,1,120.0
1806,1,2,1070,2,1,55.0
1807,0,3,2160,4,2,172.0
1808,0,2,1296,2,1,75.0
1809,1,2,1800,1,1,128.0
1810,0,3,1570,3,3,64.5
1811,0,2,1300,2,3,110.0
1812,1,4,1550,2,2,65.0
1813,0,2,770,1,1,40.0
1816,0,3,1429,3,3,86.0
1817,0,3,1167,2,2,39.98
1818,0,2,1035,2,1,41.73
1819,0,3,1188,2,2,38.0
1820,2,5,1200,4,2,285.0
1822,0,1,884,2,2,36.0
1824,0,2,1026,2,1,60.87
1827,2,2,1200,2,1,125.0
1828,0,4,2690,4,3,191.0
1829,0,2,975,2,1,58.0
1830,2,3,675,3,2,72.5
1831,0,4,1900,2,1,170.0
1832,2,3,600,3,1,100.0
1833,0,2,1101,2,2,65.5
1834,0,3,1700,3,3,135.0
1835,0,4,3606,4,2,312.0
1836,0,2,1258,2,2,115.0
1838,0,4,3630,6,1,195.0
1839,1,3,2000,3,2,250.0
1840,0,4,2790,4,3,198.0
1841,0,3,1494,2,2,94.55
1842,0,3,1482,2,1,87.0
1843,0,2,800,2,3,50.0
1844,0,2,1185,2,2,47.39
1845,0,2,1100,2,2,71.5
1846,1,2,1300,2,0,120.0
1847,0,2,1225,2,2,150.0
1848,0,3,1758,3,2,65.0
1849,0,2,1145,2,2,55.0
1850,1,2,1180,2,2,50.0
1851,0,2,1260,2,2,58.0
1853,1,2,1190,2,2,55.0
1854,0,3,1691,3,2,119.0
1855,0,4,3675,4,3,367.0
1857,0,3,2337,4,3,292.0
1858,2,2,1200,2,2,150.0
1859,0,2,1206,2,1,217.0
1860,2,5,1350,4,1,130.0
1861,0,2,1140,2,1,50.66
1862,0,2,1250,2,2,65.0
1863,2,3,600,2,1,60.0
1865,1,2,800,2,2,28.0
1866,0,2,1020,2,1,58.0
1867,1,4,2100,2,1,50.0
1868,2,2,1350,2,1,80.0
